path,algo,epoch,score
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101710-0/run/gov_net.pt,independent_ppo,0,-0.4997109840443209
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-0/run/gov_net.pt,independent_ppo,0,-0.4594955765475661
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-1/run/gov_net.pt,independent_ppo,1,-0.2831280027818548
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-2/run/gov_net.pt,independent_ppo,2,-0.02713800694239508
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-3/run/gov_net.pt,independent_ppo,3,-0.08063959844952744
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-4/run/gov_net.pt,independent_ppo,4,-0.3584188343310027
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-5/run/gov_net.pt,independent_ppo,5,0.12114255896556513
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718101916-6/run/gov_net.pt,independent_ppo,6,-0.13461957295064
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718102126-0/run/gov_net.pt,independent_ppo,0,-0.4594955765475661
TaxAI_modified/agents/model_pools/short_term/models/independent_ppo-1718102222-0/run/gov_net.pt,independent_ppo,0,-0.4594955765475661
